-1.686083455989964008e+01	3.812352396196648385e+01	-4.236066895373885188e+01
-2.743557311536868681e+01	-1.387779799515738688e+01	4.965092895334657896e+01
1.688236114918492348e+01	-2.680791373199240724e+01	-1.038639787862582686e+01
-2.130604409047718661e+01	-2.035319816287953287e+01	2.436316134652352261e+01
-1.312014080890685896e+01	2.140157746807685157e+01	2.561634865938368932e+01
-7.938219990518712021e-02	-4.183671671975975670e+01	4.524233735211959129e+01
2.734961122932588751e+00	3.727658314921686866e+01	-5.285249268638576581e+01
3.177114906871380651e+00	4.718373740332881283e+01	-2.930960102315071225e+01
4.696160468580554692e+01	3.037520707371459849e+01	2.917599724056230670e+01
2.124507794092213686e+00	-9.710038322921286991e+00	5.410824684482982860e+01
2.960584548795572957e+01	3.060713807239480744e+01	-4.293589074922697790e+01
-2.621111325438557671e+01	5.008007365632276020e+01	9.373070529733169565e+00
-4.835529110650489315e+01	7.672139828584062293e+00	1.839770124888889669e+01
-2.918343851025267721e+00	2.395955953357826118e+01	4.615459881910619089e+01
1.380877119551208132e+01	-3.518914539178557987e+01	-1.165801817886371161e+01
-4.715401343551429392e+01	-9.764486856370668377e+00	-2.011668482706609140e+01
5.322687407486680655e+01	-2.068140995485898515e+01	-1.576062254628681991e+01
1.284402117167307011e+01	-2.048910324479884792e+01	2.357306412019107711e+01
2.180754129347690196e+01	-5.299090526499831810e+01	2.838054122721900718e+00
-3.320549007189985957e+01	4.153702933175206624e+01	-1.808208118041194012e+01
3.965573584502887172e+01	1.428610912316445258e+01	-2.340348257567876544e+01
-5.639190447299202269e+00	3.049631076999104451e+01	2.962754018125578526e+01
-1.896598962348035755e+01	-2.465016074888107767e+01	2.012296878767693187e+01
5.506821773751924276e+00	-8.313006126551908403e-01	-5.898818360136413474e+00
2.541701019318301746e+01	4.978580115670688855e+01	-2.414401854297502226e+01
2.228704774768095032e+00	1.907531341883909448e+01	1.171060168150684078e+01
-4.261225210010450404e+00	-5.491274567063720013e+01	-1.429987738855751012e+01
8.457734442788362728e+00	9.310552479907103773e+00	3.718565943907328375e+01
-1.560492698996637273e+01	-6.356383555601696855e+01	1.932216887332567978e+01
2.344276902606928559e+01	-4.568109778935251342e+01	-5.411936681981485142e-01
4.855370441091005063e+01	-4.296933739868254776e+01	1.216821233061576635e+00
-2.997013354601358515e+01	2.339451789730808073e+01	2.865075355842678562e+01
-1.124603767487135642e+01	-3.708189289067927064e+01	1.341807280032796079e+01
-1.819311675374873261e+01	2.848328589501760177e+01	-3.562862166515765949e+01
1.455565032266025227e+01	-5.111465334495828294e+00	3.667336898939532119e+01
-4.654397326110021282e+01	3.010452354828561639e+01	2.823405881978155207e+01
-5.950827079829490174e+01	-2.477957613831444916e-01	6.965959402178094173e+00
-3.324445925372798882e+01	-3.431963051908581974e+00	4.519299332718069451e+01
2.575899044718315434e+00	-6.904613702795406205e+00	3.713333373668874771e+01
-2.009088552344955758e+01	-6.630697729924972528e+00	4.182513433307217099e+01
1.046244705865137981e+01	-5.150336586562855246e+01	-2.461067656263374204e+01
-4.051140744761560342e+01	1.085279283191745492e+01	6.311819120109199766e+00
-4.577568509971759880e+01	-1.760537058719247128e+01	7.612699943808064695e+00
-3.757622941368882152e+01	-1.098393940553400761e+01	9.655176691266614597e+00
-1.722690769919785225e+01	5.387452792390928380e+01	2.614760885308362859e+01
2.561576595888876540e+00	2.006130210205465403e+01	1.107847337125040887e+01
-3.229172416727783457e+01	3.762094077041298590e+01	-4.445108210213713384e+00
1.468833842716086480e+01	2.635481358783304273e+01	2.916166478593825673e+01
1.650705520232935986e-01	4.141822888113292578e+01	-2.353250094992207053e+01
2.869228762789322573e+01	4.221932632082989301e+01	-2.199252873640794093e+01
8.899368080403181835e+00	4.947774282496676079e+01	-7.872838402119058721e+00
4.388460075136282512e+01	1.955070157848964030e+01	3.133143504571095050e+01
4.141890206171154176e+01	1.130025914438174262e+01	9.655009174728123256e+00
-3.292182828420125418e+01	2.216448368337237795e+01	-3.478557606123742829e+01
-4.189716906272232677e+01	-2.605647513961525608e+00	-3.228383704669948884e+01
7.767952819816772880e+00	-6.653433740047650247e+01	-1.658411486062993490e+01
-4.384942360283549334e+01	8.316238906244635132e+00	-3.590829791997358456e+01
-3.284242912993959607e+01	-1.546976425539646627e+01	2.874029456823951278e+01
3.447205675005744752e+01	4.669208083959421174e+01	-1.480159690515938742e+01
-2.617426100140802703e+01	-4.022255121502021069e+01	-2.733877357302717925e+01
4.952048738678457340e+01	-2.940604425366367281e+01	-1.815894120032053394e+01
-2.940841956564770854e+01	-1.068147161213525287e+01	1.608668710423633366e-02
-1.008712917829485578e+00	5.254603345241356038e+01	2.643825992272704895e+01
3.244882284233800362e+01	-5.206758075021273413e+01	2.238093374804401492e+01
3.591995921032239636e+01	1.399390727746870233e+01	2.471597543224341464e+01
4.462740907357285636e+01	-3.224884582259914367e+01	-1.333171219628467519e+01
-9.943628252880866825e+00	-5.110950995206209058e+01	2.836330882761758687e+01
-3.186209641319620545e+01	1.219532928068744226e+01	-3.950566280303190325e+01
-1.889338862463617019e+01	2.454513597211628539e+00	-3.416105467039137977e+01
3.615565302950699555e-01	3.883985925990167942e+01	-2.826505125069749269e+01
-2.994412365258266462e+01	9.232446598307447516e+00	-4.298589538993962833e+01
-1.683883099821728990e+01	-6.567512743430718558e+01	1.882440579512383749e+01
1.556597168327002834e+01	-5.327226245828196483e+01	-2.977420999390456657e+01
